symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
NDFIP1	0.2502256495450032	0.40795460830615127	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.864255	No data	-0.815586580537612	-0.8495647632903941	0	No data	No data	0	-1	-1
ZNHIT3	0.24772470030078805	0.40748832148992054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	No data	0	No data	No data	No data	-1	-1
STAT4	0.2522491246559736	0.40704125821087767	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.7393050000000002	No data	-0.6938945613669514	-0.6979722743392575	0	No data	No data	0	0.5	-1
UQCRFS1	0.246840489954544	0.4054259318135716	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.43430499999999983	No data	0.049802042092102594	-0.7473355528738742	0	No data	No data	No data	0.5	-1
MAP3K14	0.24626795519870964	0.40342027671874364	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.21330499999999972	1	No data	-0.9230940403144627	No data	No data	No data	0	-1	-1
ESPN	0.24160936533594377	0.3974290598291038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.030423004792665242	-0.3556149845400236	0	No data	No data	0	0.5	0
RRAS2	0.24043566518563164	0.39549841220453336	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	1	1	No data	-0.8050635549072723	-0.6349035473571631	0	No data	No data	-0.15441250000000012	-1	-1
CIMAP2	0.23989763433304978	0.39461339230638764	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.43540320900187535	-0.5741861713805729	0	No data	No data	No data	0.75	0.5
CD69	0.24208612386728434	0.39448049881423963	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0	No data	0.006563867472390017	0	0	-1	No data	0	0.75	0
BATF	0.23958451128092095	0.3922449840776549	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8	No data	-0.5322983954990623	0	0	No data	No data	0	0.5	0
TGFB2	0.24111639787090297	0.39089377125189356	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	0	1	0	0.7826099999999997	No data	-0.9422796415919983	-0.982760148284032	0	No data	No data	0	-1	0
AFF1	0.22903497402515344	0.37580550174237864	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.69483225672015	-0.7960567236156731	0	No data	No data	0	-1	-1
CARD11	0.22750357394334605	0.3742261040847738	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6057200000000001	No data	-0.8544488435090644	-0.31519331640449844	0	No data	-1	0	0.5	0
LIMK2	0.22535715845574986	0.3706954135916637	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.6473350000000003	1	-0.46895186497186914	-0.7812976773765873	0	No data	No data	0	-1	-1
FAM76B	0.22406016426270103	0.3670421296348614	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8820050000000001	No data	-0.5202125442800584	No data	0	No data	No data	-0.18141500000000016	0.5	-1
MYC	0.22565244654168953	0.3669720636457637	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.4933900000000001	No data	-0.9280058345488643	-0.9478461266746987	-1	-1	No data	0	0.5	0
EBLN1	0.2178941587908591	0.3584193458316314	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	0	No data	No data	0	1	1
PRKAA1	0.2210322500970553	0.3580922457050714	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	0	1	1	0	0.93739	1	-0.5244842675557408	-0.28874180790978615	0	-1	No data	-0.38282750000000015	-1	-1
PHF1	0.21657149319656954	0.3562436613631262	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6208100000000002	No data	-0.8841425296936862	No data	0	No data	No data	0	-1	-1
ADO	0.21405497189006312	0.35127671353777573	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0.2592599999999997	No data	-0.1256511773286101	No data	0	No data	No data	No data	-1	-1
TRAF3	0.21202290898347412	0.3487615857206921	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8063400000000002	No data	-0.8578870598041258	-0.6178455682687181	0	No data	No data	0	-1	-1
IL22RA2	0.215076985107165	0.3454531108484253	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0	No data	0.8790372994373827	-0.015507592281687466	0	No data	No data	0	0.75	0.5
FREM2	0.2097505046635472	0.3450236531651208	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.40833000000000014	No data	-0.5292769326943113	-0.9193828804451937	0	No data	No data	0	0.5	0.5
GALC	0.21113942427544452	0.34442186915639594	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.13138500000000022	No data	0.03375703271514907	-0.9173697408577769	0	No data	No data	No data	-1	-1
PRM3	0.2090475009052846	0.3438672653640347	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.8216295061471139	0	No data	No data	No data	No data	1	0.5
ENTHD1	0.20161319024386426	0.33163838883626623	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.1814961450302146	No data	0	No data	No data	0	1	0.5
ELMO1	0.23756726608995668	0.3301651700702912	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.23948766759153203	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.9793649999999999	No data	-0.7117107730777246	-0.2097889780003545	0	No data	No data	-0.3810175000000001	0.5	-1
ZNF438	0.1998441833546079	0.32720867983559065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.24171702438007925	0	0	No data	No data	0	-1	-1
ZFP36L2	0.19938220853625208	0.32720867983559065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4939250000000001	No data	-0.7770368826838925	-0.8691740264408959	0	No data	No data	0	-1	-1
VMP1	0.19980701385325522	0.3266324863469511	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7044350000000001	No data	-0.715148989372786	-0.05905544609812324	-1	No data	No data	0	-1	-1
LRRIQ4	0.19388793493183118	0.3189309304505695	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.2607834965617837	No data	0	No data	No data	0	1	1
RUNX3	0.19535689026566203	0.31735449604940613	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5421700000000002	No data	-0.5942904771827464	-0.899516250029273	0	No data	No data	-0.1506025000000001	0.5	0
OLIG3	0.1926077954654331	0.31682519823330507	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9264699999999998	No data	-0.4905188580954365	-0.6521302456344108	0	No data	No data	0	No data	No data
PPA2	0.26721049448295825	0.3138417216543846	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3610805428892019	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4255053136070015	-0.4025761376112691	0	No data	No data	0	-1	-1
CTDSP2	0.19033296741436287	0.3130832788240444	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.723245	No data	-0.29974994790581366	No data	0	No data	No data	-0.07749000000000006	-1	-1
MPV17L2	0.30184582978569247	0.31270724116562093	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.41766118095193777	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.6359658262137946	-0.037721630733453804	0	No data	No data	0	-1	-1
PRKD1	0.18720827248333405	0.30794339293028017	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.6655700000000003	0	-0.3525734528026673	-0.7704421579087175	0	No data	No data	-0.2105274999999999	-1	0
LPIN3	0.18712286557386068	0.307802905049408	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.04230500000000035	No data	-0.050322983954990574	-0.22217307981582973	0	No data	No data	0	-1	0
CHRNA9	0.18695525136058885	0.307527192396043	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	0	1	1	0	0.5511499999999998	No data	0.08730985622004583	-0.2501727676136492	0	No data	No data	0	No data	No data
ZNF746	0.1854430459265309	0.3038140384343957	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5303049999999999	No data	-0.6064805167743279	0	0	No data	No data	0	-1	-1
GPR65	0.18641377849108912	0.3028875196213257	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0	No data	-0.0975203167326526	0	0	No data	No data	0	0.5	0
GDF10	0.18462316555895253	0.30153800009331855	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.15272000000000005	No data	No data	-0.14033772664384908	0	No data	No data	0	0.5	0
IFITM3	0.18326744726322208	0.29983938550331196	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	No data	No data	0.8587205667847468	-0.3444418667398136	-1	No data	No data	-0.8308274999999998	-1	-1
SPATA17	0.18207537157551307	0.2995001606940016	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.12606793081892065	No data	0	No data	No data	No data	0.5	0.5
REL	0.18339658016081115	0.2976392417768464	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.8512190039591582	-0.79601482936065	0	No data	No data	0	0.5	-1
CD6	0.18507183616288006	0.29629456188141706	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	1	1	0	0	0	0	No data	-0.31048135028130863	-0.08888451419193671	0	No data	No data	0	0.5	0
NCOA5	0.17922997452824901	0.29178004462301765	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6373049999999999	No data	-0.8751823296520108	-0.9196158446354782	0	No data	No data	No data	-1	-1
SLC44A2	0.1768970640131511	0.29098223795887124	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.525495	No data	-0.42488018337153577	-0.23495215851275897	0	No data	No data	0	-1	-1
TBX6	0.17448349927607198	0.28701210723583287	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.16284500000000007	No data	-0.27401541987914146	-0.8926173183805133	0	No data	No data	0	0.5	0
MERTK	0.17635050453243012	0.28001748981320984	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	0	1	1	1	0.0590600000000002	1	-0.19920816836841004	-0.8099624257410928	0	No data	No data	0	0.5	-1
TMEM121	0.16390199698591187	0.2696063394548096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8589350000000003	No data	-0.2928735153156907	No data	0	No data	No data	No data	0.5	0
GNG2	0.1655024184002894	0.2691992571684404	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	1	No data	0.5017712023338194	No data	0	No data	No data	-0.4014074999999998	0.5	-1
CTSH	0.398608736575168	0.26881024950557053	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5882083502263977	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.14925500000000014	No data	0.12825588664305054	-0.14745417151533852	0	No data	No data	0	0.5	-1
BCL6	0.15803321453852523	0.2599526379637134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.7379600000000004	1	-0.7159824963534069	-0.9276483075583852	0	No data	No data	0	0.5	-1
TOP3A	0.15781747226846365	0.25959775831144183	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.35065000000000024	No data	-0.2808918524692644	-0.7101528085110173	-1	No data	No data	0	-1	-1
FUCA2	0.157611320931328	0.2592586550155641	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	1	0	0.047109999999999985	No data	-0.012294227964159243	No data	0	No data	No data	0	0.5	-1
IKZF1	0.15780116801983035	0.25843106881495037	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.6242750000000001	0	-0.936340904355074	-0.9049832714841854	0	No data	-1	0	0.75	0
TSGA10IP	0.15518386490957936	0.2552656741840527	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	No data	No data	0	No data	No data	0	1	1
