symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
SOX4	0.47248590430501725	0.7772034352615027	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.050634999999999764	No data	-0.6804542613044384	-0.9623464647010657	0	No data	No data	0	0.5	-1
PLXNC1	0.47204219357743743	0.7764735648069657	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	1	0.52806	No data	-0.7946447176495103	-0.29676284581423823	0	No data	No data	0	-1	0
COL16A1	0.47182196339918836	0.7761113028865065	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.3765599999999999	No data	-0.34840591789956243	-0.101334915822818	0	No data	No data	0	0.5	0
ADAMTSL3	0.4717048995531846	0.7759187417488513	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.2696649999999998	No data	-0.32162950614711394	-0.7767834734402609	0	No data	No data	0	-1	0
CLEC16A	0.47159969648830463	0.7757456906955188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4776850000000003	No data	-0.6469056053344446	-0.7363340013088678	0	No data	No data	No data	-1	-1
NRROS	0.4707920262225165	0.7744171344372057	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.03901499999999984	No data	-0.45571994165451135	-0.2546822409308924	0	No data	No data	0	0.5	0
NEK6	0.47055839715942205	0.7740328323685949	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.7603850000000001	No data	-0.3657011877474474	-0.8342990158853555	0	No data	No data	-0.4009575000000002	0.5	-1
ETS1	0.4705184128305476	0.7728356344215088	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02262853524443256	No data	No data	No data	0	0	0	0	1	0.6804099999999998	No data	-0.6400291727443217	-0.9202363218672646	0	-1	No data	0	0.5	-1
ZFP36L1	0.4675775327955256	0.7691295368362623	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9260350000000003	No data	-0.37851635757449464	-0.9089812404026845	0	No data	No data	0	-1	-1
TNFAIP8	0.4647637519000345	0.7645010809222904	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6717149999999996	No data	0.07324442592206704	-0.18269665938557195	0	No data	No data	0	0.5	-1
FGF7	0.46110150079343987	0.7584769559380282	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.7164949999999998	No data	-0.48010002083767456	-0.3152898064805193	0	No data	No data	0	0.5	0
ITPKB	0.4608065269012399	0.7579917462836419	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	0	0	0	No data	-0.942904771827464	-0.5868290568562781	0	No data	No data	0	0.5	0
IL6R	0.46646882231273096	0.7577389509135392	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19133682732703614	No data	No data	1	1	1	0	0	0	0	No data	-0.1219003959158158	-0.8534203391896111	0	-1	No data	0	0.5	-1
ITPKA	0.46027601054638734	0.7571190871636617	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6637749999999997	No data	-0.5335486559699938	No data	0	No data	No data	0	0.5	0
BLTP1	0.45972433435989724	0.7562116217273696	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.749655	No data	-0.6151281516982705	-0.8675390915379163	0	No data	No data	No data	-1	-1
ITGB8	0.4594944329683252	0.7558334513953593	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	1	0	1	0	0	0.36281000000000035	No data	-0.8057928735153157	-0.9502741286034705	0	No data	No data	0	-1	0
SPSB1	0.45705064991082534	0.7518136138297996	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.9267400000000002	No data	-0.3838299645759533	No data	0	No data	No data	-0.3681325000000001	-1	-1
AHI1	0.45488398168787997	0.7482496091248931	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.05136486768076676	-0.7847278153291098	0	No data	No data	0	-1	-1
TPCN2	0.4543634104353132	0.7473933089430107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.2695353198583038	-0.24361627933481123	0	No data	No data	0	-1	-1
GADD45G	0.4542204598194015	0.7456383390404905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	No data	No data	0	0	1	0.842765	No data	-0.23463221504480103	-0.1992962003721363	0	-1	No data	0	0.5	-1
FADS2	0.45168146456641484	0.7429817116371414	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.38063	No data	-0.847155657428631	-0.8843206800268544	0	No data	No data	-0.054054999999999964	0.5	-1
SLC7A10	0.45135130546474495	0.7424386249848991	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6462699999999998	No data	-0.16836841008543446	-0.7913777409927233	0	No data	No data	-0.08699750000000002	0.75	0.5
ANAPC1	0.4506783114161481	0.741331600877483	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6193399999999997	No data	-0.7494269639508231	-0.5769789502256353	-1	No data	No data	No data	-1	-1
RAD50	0.4527259329531486	0.7402247366745086	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.08950092298171086	No data	No data	No data	0	0	0	0	0	0.61509	No data	-0.04542613044384247	-0.8995315923811059	0	No data	No data	No data	-1	-1
CADM3	0.44759858636678956	0.7362656870243637	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.7361800000000003	No data	-0.6845176078349656	0	0	No data	No data	0	1	0
PRR5L	0.44758635714394085	0.7362455708813803	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5788049999999998	No data	-0.3369451969160242	No data	0	No data	No data	0	0.5	0
